20/01/2019,2:09 pm,Messages and calls are end-to-end encrypted. No one outside of this chat,not even WhatsApp,can read or listen to them. Tap to learn more.
20/01/2019,2:09 pm,You created group "Kya mile? "
26/02/2021,10:09 pm,Anurag,Bhai yaar sex krne ka mann ho rha .. koi dila do.
26/02/2021,10:10 pm,Tosiba,<Media omitted>
26/02/2021,10:11 pm,Anurag,😂😂
26/02/2021,10:27 pm,RED,Ok sunday vrna tu bolega pawri chal rhi h
26/02/2021,10:28 pm,RED,<Media omitted>
27/02/2021,12:15 am,Gotiya,out
28/02/2021,6:03 pm,Tosiba,kya krna h
28/02/2021,6:03 pm,Tosiba,aaj
28/02/2021,6:03 pm,Tosiba,apple pie khane chlo bhai
28/02/2021,6:10 pm,Tosiba,kha ho
28/02/2021,6:10 pm,Tosiba,bc
28/02/2021,6:18 pm,RED,Hn ghr pe hun chalo
28/02/2021,6:18 pm,Anurag,Gaand m danda
28/02/2021,6:18 pm,Anurag,Call uthaya kr
28/02/2021,6:22 pm,RED,Harsh?
28/02/2021,6:23 pm,RED,Are isne bola tha ye out h
28/02/2021,6:30 pm,Tosiba,arey kya scene h
28/02/2021,6:30 pm,Tosiba,aare ho ya ni
28/02/2021,6:35 pm,RED,Abe harsh
28/02/2021,6:35 pm,RED,Family ke sath gya hua h
28/02/2021,6:35 pm,RED,Call kia switch off h
28/02/2021,6:35 pm,RED,Anurag
28/02/2021,6:35 pm,RED,Kapde kharidne ja rha h
28/02/2021,6:40 pm,RED,Seen krta h
28/02/2021,6:40 pm,RED,Par bolta ni
28/02/2021,6:40 pm,RED,<Media omitted>
01/03/2021,11:41 am,Tosiba,<Media omitted>
01/03/2021,11:42 am,Tosiba,lelu kya ye
01/03/2021,11:42 am,Anurag,<Media omitted>
01/03/2021,11:42 am,Anurag,Bhai kal hi liye h. Campus ke bdia h bhai.
01/03/2021,11:42 am,Anurag,Comfy level A1.
01/03/2021,11:42 am,Tosiba,nike k chaiye yr muje
01/03/2021,11:42 am,Tosiba,original lelu nike 5-6k tak k😂😂
01/03/2021,11:42 am,Anurag,Abe campus ke bhi bdia h bhai.
01/03/2021,11:43 am,Anurag,Salary agyi kya?
01/03/2021,11:43 am,Anurag,😂😂
01/03/2021,11:43 am,Tosiba,haa bhai😂😂
01/03/2021,11:43 am,Tosiba,vo to last month bhi aayi thi
01/03/2021,11:43 am,Anurag,Pta tha bc .. 😂
01/03/2021,11:43 am,Anurag,Chlo bdia.👍
01/03/2021,11:43 am,Tosiba,lekin last month ghr valo pe uda di thi
01/03/2021,11:43 am,Tosiba,ab sochra hu apne liye shoes lelu
01/03/2021,11:44 am,Tosiba,abhi jo current h vo bekar ho rhe h
01/03/2021,11:44 am,Anurag,Bdia lele.👍
01/03/2021,12:00 pm,RED,Sangwan bhai se na
01/03/2021,12:00 pm,RED,Roz shoes dalta h status pe
01/03/2021,12:00 pm,RED,Knowledge bad gai h meri
01/03/2021,12:01 pm,RED,Mast
01/03/2021,12:02 pm,Tosiba,haa
01/03/2021,12:03 pm,Tosiba,ye bta bhsdk
01/03/2021,12:05 pm,RED,Lele
01/03/2021,12:05 pm,RED,Shoe lace sai lg rhe tujhe?
01/03/2021,12:22 pm,RED,Bhai harsh theek h na?
01/03/2021,12:23 pm,RED,Reply ni krta ajkl
01/03/2021,12:23 pm,RED,@919650713357
01/03/2021,12:23 pm,RED,?
01/03/2021,12:23 pm,Anurag,?
01/03/2021,12:23 pm,RED,..
01/03/2021,12:23 pm,RED,..
01/03/2021,12:24 pm,Anurag,Hn hn yaar kl vo ja rkha tha family ke sath. Busy tha vo kl.
01/03/2021,12:24 pm,Anurag,Baat hui thi.
01/03/2021,12:24 pm,RED,Ohk
01/03/2021,12:36 pm,Tosiba,overall look acha lgra h
01/03/2021,12:36 pm,Tosiba,muje
01/03/2021,12:37 pm,RED,Han sai h lele
01/03/2021,12:37 pm,Tosiba,aaj jaunga tilak nagar
01/03/2021,12:37 pm,Tosiba,vaha ek shop h
01/03/2021,12:37 pm,Tosiba,original nike lene ka fayda h?
01/03/2021,12:51 pm,RED,It will satisfy u that it is brand. But by time u get bored with same shoe.
01/03/2021,12:52 pm,RED,But experience ke hisab se every guy should have 5 shoes collection depending upon life style
01/03/2021,12:52 pm,RED,So 1 shoe ko bar bar phenke ganda krne se accha h
01/03/2021,12:52 pm,RED,1st copy lo
01/03/2021,12:52 pm,RED,😂
01/03/2021,12:52 pm,Tosiba,haa vahi
01/03/2021,12:52 pm,RED,Thats my opinion
01/03/2021,12:53 pm,Tosiba,ab 2 pair rkhunga atleast
01/03/2021,12:53 pm,RED,Han
01/03/2021,12:53 pm,RED,Good
01/03/2021,12:53 pm,Tosiba,abhi current vale park me pehenke jata hu
01/03/2021,12:53 pm,Tosiba,unki gand mari padi h
01/03/2021,12:53 pm,RED,2 pair casual 2 pair formal 1 pair sports
01/03/2021,12:53 pm,RED,😂 Vhi na bhai
01/03/2021,8:51 pm,Tosiba,khreed liye ye
01/03/2021,8:51 pm,Tosiba,mene
01/03/2021,8:51 pm,Tosiba,mast h bhai shoes sahi me
01/03/2021,9:13 pm,Tosiba,<Media omitted>
01/03/2021,9:13 pm,Tosiba,ye cheez dkh isme,light reflect krti h
01/03/2021,9:13 pm,Tosiba,chamakte h
01/03/2021,9:15 pm,Tosiba,<Media omitted>
01/03/2021,9:15 pm,Tosiba,jonsi light pdegi usi color me chmkenge😂
01/03/2021,9:40 pm,RED,😂
01/03/2021,9:41 pm,RED,Har taraf light he light
01/03/2021,9:43 pm,Tosiba,😂😂😂
01/03/2021,10:21 pm,RED,<Media omitted>
01/03/2021,10:21 pm,RED,Bachpan ki yad a gai
01/03/2021,10:21 pm,RED,Light wale shoes
01/03/2021,10:21 pm,RED,Chu chu krte the
01/03/2021,10:25 pm,Tosiba,😂😂😂😂
02/03/2021,12:43 am,Gotiya,https://www.facebook.com/watch/?v=276521567205672
02/03/2021,2:05 am,RED,Thats what we upload on our blog
02/03/2021,2:05 am,RED,Side effects of watching porn
02/03/2021,2:05 am,RED,And why our generation lost the judgment
02/03/2021,2:06 am,RED,By maturation watching something which is not real and making it habit
02/03/2021,2:07 am,RED,Digital world 😂
04/03/2021,7:24 pm,Tosiba,<Media omitted>
04/03/2021,7:26 pm,RED,Are bhai
04/03/2021,7:44 pm,Tosiba,<Media omitted>
04/03/2021,7:45 pm,RED,Kamine
04/03/2021,10:47 pm,Gotiya,https://www.facebook.com/watch/?v=1315334375506537
04/03/2021,10:48 pm,Gotiya,khan sir OP....say no to bndibaazi
04/03/2021,10:48 pm,Gotiya,😂😂
04/03/2021,10:50 pm,Tosiba,😂😂😂
04/03/2021,10:52 pm,RED,The real person behind khan academy
04/03/2021,10:52 pm,RED,<Media omitted>
04/03/2021,10:52 pm,RED,And he gave 5 mil for this joke
04/03/2021,10:52 pm,RED,😂😂😂
04/03/2021,10:53 pm,Gotiya,<Media omitted>
04/03/2021,10:53 pm,RED,<Media omitted>
05/03/2021,12:01 am,Tosiba,Happy birthday Robin
05/03/2021,12:02 am,RED,Thanks meri jaan
05/03/2021,12:02 am,RED,♥️♥️♥️
05/03/2021,12:02 am,Anurag,Happy birthday
05/03/2021,12:02 am,Anurag,Robin
05/03/2021,12:02 am,RED,Aye thanks love
05/03/2021,12:02 am,Anurag,Call krna h?
05/03/2021,12:02 am,RED,Kar le bhai
05/03/2021,12:02 am,Anurag,😂
05/03/2021,12:02 am,RED,😂😂
05/03/2021,12:02 am,RED,Krna h tho
05/03/2021,12:03 am,Gotiya,happy birthday robin bhai
05/03/2021,12:03 am,Gotiya,gaand tod denge teri
05/03/2021,12:03 am,Gotiya,is janmdin
05/03/2021,12:04 am,RED,Thanks bhai
05/03/2021,12:04 am,RED,♥️♥️♥️
05/03/2021,12:05 am,RED,Meri gand na tod bhai
05/03/2021,12:05 am,RED,Plz
05/03/2021,12:06 am,Anurag,Don't bully
05/03/2021,12:06 am,RED,🥲 Bully mt kr bhai
05/03/2021,12:07 am,Gotiya,<Media omitted>
05/03/2021,12:07 am,RED,24 wtf
05/03/2021,12:07 am,RED,😂😂😂
05/03/2021,12:08 am,RED,Kha gye vo din jab school ai tofee bant te the
05/03/2021,12:08 am,Anurag,24 ka ho gya shaadi krle...
05/03/2021,12:08 am,Anurag,😂
05/03/2021,12:08 am,RED,Aur apne best friend ko 2 toffee dete the
05/03/2021,12:08 am,RED,😂😂😂
05/03/2021,12:10 am,Gotiya,robin ki performanxe dekhne k liye status dekho 😂😂
05/03/2021,12:10 am,RED,Kamine
05/03/2021,12:10 am,Anurag,Fb pe daal
05/03/2021,12:10 am,Anurag,😂
05/03/2021,12:10 am,RED,Bhai itna mat kro be
05/03/2021,12:11 am,RED,Itna jada pyar nai chaiye
05/03/2021,12:11 am,Anurag,Adultsociety page vale ko. Fwd krde
05/03/2021,12:11 am,Anurag,Meme bn jayega
05/03/2021,12:11 am,RED,Kuch bhi
05/03/2021,12:11 am,Gotiya,good idea
05/03/2021,12:11 am,Gotiya,isko yhi gift dede ky
05/03/2021,12:11 am,Gotiya,😂😂
05/03/2021,12:12 am,Anurag,Nhi m to isko manforce ka dibba dunga
05/03/2021,12:12 am,RED,😂😂
05/03/2021,12:12 am,Gotiya,😂😂😂
05/03/2021,12:12 am,RED,Esa kya
05/03/2021,12:12 am,Gotiya,lgana seekhege
05/03/2021,12:12 am,RED,😂😂 Thanks
05/03/2021,12:12 am,Gotiya,seekhega*
05/03/2021,12:13 am,RED,Han bhai seekhna h mujhe
05/03/2021,12:13 am,RED,😂😂😂
05/03/2021,12:13 am,RED,Kabhi tho seekhunga
05/03/2021,12:13 am,RED,From experts
05/03/2021,12:13 am,Anurag,Koi ni harsh lga dega tere.. pyar h usko terse
05/03/2021,12:13 am,RED,😂😂😂
05/03/2021,12:13 am,Anurag,😂
05/03/2021,12:14 am,RED,Ye batein khi kisi aur raste ja rhi h
05/03/2021,12:16 am,Anurag,Harsh ❤️ Robin
05/03/2021,12:16 am,Gotiya,haan bc flame b nikal de hum dono ka
05/03/2021,12:16 am,RED,Bhai anurag tu tho bada admi hai
05/03/2021,12:16 am,Anurag,O bklode so gya
05/03/2021,12:16 am,RED,Randia chodta h
05/03/2021,12:17 am,RED,Usko subha gb road pe dukan kholni hai 5 baje uthta h vo
05/03/2021,12:17 am,RED,Sone de
05/03/2021,12:17 am,RED,Ganda h par dhanda h
05/03/2021,12:17 am,Anurag,Bhai isne ye msg automate kia h ..bash scripting use kri h na?😂😂@917503478845
05/03/2021,12:18 am,RED,😂😂😂
05/03/2021,12:18 am,Anurag,Hn 6 kko ko chodta h ye.. janakpuri vaale subeh 5 bje uth kr
05/03/2021,12:18 am,Tosiba,😂😂😂
05/03/2021,12:18 am,RED,Lag rha h bc mujhe b
05/03/2021,12:18 am,Tosiba,abey jaga hu
05/03/2021,12:18 am,RED,😂😂😂
05/03/2021,12:18 am,Tosiba,suno bhsdiwalo
05/03/2021,12:18 am,Tosiba,kal chlenge
05/03/2021,12:18 am,Tosiba,khane peene
05/03/2021,12:18 am,RED,Vha tho kutte he dodte h
05/03/2021,12:18 am,Tosiba,bc
05/03/2021,12:19 am,RED,😂😂😂
05/03/2021,12:19 am,Anurag,Mutthi maar rha h kya. Jo pause le rha h baar baar
05/03/2021,12:19 am,RED,😂😂😂 Cd atak rhi h iski
05/03/2021,12:19 am,Tosiba,nhi
05/03/2021,12:19 am,Tosiba,😂😂😂
05/03/2021,12:19 am,RED,F wali porn nai chal rhi
05/03/2021,12:19 am,RED,Dede bhai isse cd burn krke
05/03/2021,12:19 am,Tosiba,😂😂😂
05/03/2021,12:20 am,RED,<Media omitted>
05/03/2021,12:20 am,Anurag,Chlo g.n
05/03/2021,12:20 am,Gotiya,g.n.
05/03/2021,12:20 am,Anurag,Ae tu gaand mara
05/03/2021,12:21 am,RED,😂😂😂😂
05/03/2021,12:21 am,Gotiya,aeeee tapa tap
05/03/2021,12:21 am,Gotiya,gaand maaruga
05/03/2021,12:21 am,Anurag,Robin mera bhai h
05/03/2021,12:21 am,Anurag,Kl party dega
05/03/2021,12:21 am,RED,Je baat
05/03/2021,12:21 am,Gotiya,oh yeahhh♥️
05/03/2021,12:21 am,Gotiya,robin kl kahan or kb aana h bta dio
05/03/2021,12:22 am,RED,Bhadwa khud ke birthday pe sannata kr dia
05/03/2021,12:23 am,Tosiba,abey bhsdko
05/03/2021,12:23 am,Tosiba,kal ka kya plan h
05/03/2021,12:23 am,Tosiba,madarchod
05/03/2021,12:23 am,RED,So ja abhi
05/03/2021,12:23 am,RED,Randi baj
05/03/2021,12:23 am,Tosiba,ghnta bhsdk
05/03/2021,12:23 am,Tosiba,me kabse soch k betha hu friday ko jayenge
05/03/2021,12:23 am,Tosiba,gandu panti mat kr
05/03/2021,12:24 am,RED,Han jayenge jayenge
05/03/2021,12:24 am,RED,Mana thodi h
05/03/2021,12:24 am,Tosiba,gand cheer k dhaniya uga denge
05/03/2021,12:24 am,RED,Soja abhi
05/03/2021,12:24 am,Tosiba,<Media omitted>
05/03/2021,12:24 am,RED,<Media omitted>
05/03/2021,12:26 am,Gotiya,saale mei dehradun tha
05/03/2021,12:26 am,Tosiba,double bday banayenge kal
05/03/2021,12:26 am,Tosiba,This message was deleted
05/03/2021,12:26 am,Tosiba,<Media omitted>
05/03/2021,12:27 am,Gotiya,orr muli gajar b
05/03/2021,12:27 am,RED,<Media omitted>
05/03/2021,12:28 am,Tosiba,<Media omitted>
05/03/2021,8:58 am,Anurag,M office se 630 niklunga 9 bje tk ajaunga Janakpuri metro mil lena
05/03/2021,9:03 am,Tosiba,9bje bv
05/03/2021,9:03 am,Tosiba,🙄
05/03/2021,9:03 am,Tosiba,9bje milke kya krenge
05/03/2021,9:03 am,Tosiba,jaldi nikal bhai
05/03/2021,9:21 am,RED,Sunday kr le fir
05/03/2021,9:21 am,RED,Mujhe ghr m cake cut krna h
05/03/2021,9:21 am,Tosiba,nhi bhai
05/03/2021,9:21 am,Tosiba,aj bday h aaj hi hoga
05/03/2021,9:22 am,RED,Accha
05/03/2021,9:54 am,RED,Sham ko kitne bje?
05/03/2021,9:54 am,RED,Mil rhe ho?
05/03/2021,9:55 am,RED,Gottia?
05/03/2021,10:00 am,Tosiba,5bje mil lo
05/03/2021,10:02 am,RED,Ok
05/03/2021,10:18 am,Gotiya,offc h 5.30tk free houga bank se
05/03/2021,10:20 am,Gotiya,sbse best h sunday rkh
05/03/2021,10:20 am,Gotiya,annu b free hga
05/03/2021,10:35 am,RED,Tushar?
05/03/2021,10:53 am,Tosiba,dkhlo bhai
05/03/2021,10:53 am,RED,Ajao
05/03/2021,10:53 am,Tosiba,jab sbko convenient ho
05/03/2021,10:53 am,RED,Aajo aaj he
05/03/2021,10:53 am,RED,But agar convenient nai h
05/03/2021,10:53 am,RED,Tho koi nai
05/03/2021,10:53 am,RED,Sunday kr lunga
05/03/2021,11:00 am,Tosiba,haa
05/03/2021,11:00 am,Tosiba,chahe kal krlo
05/03/2021,11:00 am,RED,Kl mai cp jaunga
05/03/2021,11:01 am,RED,Cousins
05/03/2021,11:20 am,Gotiya,koi ni tumhe aaj krna h krlo
05/03/2021,11:20 am,Gotiya,mei ni aa pauga
05/03/2021,12:02 pm,RED,Sunday
05/03/2021,12:02 pm,RED,Chalo fir
05/03/2021,12:02 pm,RED,Krte h maze
05/03/2021,12:03 pm,Gotiya,yeah boiii
05/03/2021,12:03 pm,Gotiya,<Media omitted>
05/03/2021,12:03 pm,Tosiba,<Media omitted>
05/03/2021,12:04 pm,RED,😂
06/03/2021,10:03 am,Anurag,<Media omitted>
06/03/2021,10:03 am,Anurag,*baal
06/03/2021,10:09 am,RED,Handsome gand lag rha h
06/03/2021,10:15 am,Anurag,Maarle fir
06/03/2021,10:22 am,RED,😂😂
06/03/2021,11:21 am,Gotiya,oh lundd
06/03/2021,11:36 am,Tosiba,<Media omitted>
06/03/2021,11:37 am,Gotiya,<Media omitted>
06/03/2021,11:37 am,Tosiba,<Media omitted>
06/03/2021,11:41 am,Anurag,Vrna jinda to jhaat ke baal bhi h ..kyu harsh😂
06/03/2021,11:41 am,Gotiya,gaand aap aaj tudwayege ya kl
06/03/2021,11:46 am,Tosiba,<Media omitted>
06/03/2021,1:12 pm,RED,<Media omitted>
06/03/2021,1:37 pm,Tosiba,<Media omitted>
06/03/2021,2:04 pm,RED,<Media omitted>
06/03/2021,2:11 pm,Tosiba,<Media omitted>
06/03/2021,2:25 pm,Anurag,Bhai Janakpuri side koi koopcha h jahan gaadi khadi krsku or police ka darr na ho or log bhi kam ho.
06/03/2021,2:26 pm,Anurag,Bandi ke sath jana h.
06/03/2021,2:36 pm,Gotiya,tmkc
06/03/2021,2:36 pm,Gotiya,saale yeh kaam krne k liye gaadi li h?
06/03/2021,2:36 pm,Gotiya,<Media omitted>
06/03/2021,2:38 pm,RED,Sad 😂😂
06/03/2021,2:38 pm,Anurag,Bthao yaar.
06/03/2021,2:39 pm,Anurag,Dancing car bnadunga
06/03/2021,2:40 pm,RED,Ye sanskar die h?
06/03/2021,2:54 pm,Gotiya,sahi mei
06/03/2021,2:54 pm,Gotiya,ewwww annu
06/03/2021,3:08 pm,RED,Chi bc
06/03/2021,4:18 pm,Tosiba,<Media omitted>
06/03/2021,6:13 pm,RED,<Media omitted>
06/03/2021,6:13 pm,RED,Finding anurag bajrang dal
06/03/2021,6:17 pm,Anurag,Bhai yaar btha do
06/03/2021,7:42 pm,RED,Bhai mai btonical tha
06/03/2021,7:42 pm,RED,Jab tune call kia
06/03/2021,7:42 pm,RED,Ab ghr phoncha
06/03/2021,8:27 pm,Gotiya,nyi baat ky h bhsdk
06/03/2021,8:28 pm,RED,ki annu still looking for parking XD
07/03/2021,2:46 pm,Anurag,https://youtu.be/_uaKzPS3HZo
07/03/2021,2:46 pm,Anurag,Chhhhhutiaaapaa😂
07/03/2021,10:13 pm,RED,Pics bhej do sab
07/03/2021,10:18 pm,RED,Anurag phinch gya na?
07/03/2021,10:19 pm,RED,Ya fir road mai apne stick se pool khel rha h?
07/03/2021,10:19 pm,Gotiya,marrr gya saala raste mei
07/03/2021,10:19 pm,RED,😂😂 Ye hole dhud rha hoga
07/03/2021,10:19 pm,RED,😂😂
07/03/2021,10:20 pm,Anurag,Aa gya
07/03/2021,10:30 pm,Gotiya,@917503478845 pics bhej dio
07/03/2021,10:30 pm,Anurag,<Media omitted>
07/03/2021,10:31 pm,Gotiya,<Media omitted>
07/03/2021,10:32 pm,Anurag,<Media omitted>
07/03/2021,10:32 pm,RED,Itni lambi finger. Fingering krte ho kya?
07/03/2021,10:32 pm,RED,Bade heavy driver ho
07/03/2021,10:33 pm,RED,Abe kya yaar matre hue video nai bnai
07/03/2021,10:33 pm,RED,Chi
07/03/2021,10:33 pm,RED,1 kaam kia vo b mere lode pe focus
07/03/2021,10:33 pm,RED,😂😂
07/03/2021,10:34 pm,RED,<Media omitted>
07/03/2021,10:35 pm,RED,https://www.youtube.com/watch?v=zrMSUW1fx60
07/03/2021,10:35 pm,RED,ye dekho bhai
07/03/2021,10:35 pm,RED,badi proud sa lagta h
07/03/2021,10:37 pm,Anurag,Ye chutia Tushar tha.
07/03/2021,10:40 pm,Gotiya,😂😂😂
07/03/2021,10:40 pm,Gotiya,yeh mst tha yrr
07/03/2021,10:44 pm,RED,😂 Abe tha mast par atleast
07/03/2021,10:44 pm,RED,Sai se tho
07/03/2021,11:01 pm,RED,Pics do na be
07/03/2021,11:01 pm,RED,Harsh
07/03/2021,11:01 pm,Gotiya,gupta k phn mei h bhai
07/03/2021,11:01 pm,Gotiya,mere pas thodu h
07/03/2021,11:01 pm,Gotiya,thodi*
07/03/2021,11:01 pm,RED,Tushar tho lag gya hoga submit krne mai uska work
07/03/2021,11:02 pm,Gotiya,phn krke bol yr ussw
07/03/2021,11:04 pm,RED,Nai nai rhende
07/03/2021,11:04 pm,RED,Krne de
07/03/2021,11:04 pm,RED,Work
07/03/2021,11:04 pm,Gotiya,subah tk wait krlo
07/03/2021,11:04 pm,Gotiya,khd bhej dega
07/03/2021,11:04 pm,RED,Han
07/03/2021,11:04 pm,RED,Aur btao kesa tha day?
07/03/2021,11:05 pm,RED,Food mai koi prob tho nai na?
07/03/2021,11:05 pm,Gotiya,hain??
07/03/2021,11:40 pm,RED,Like kam pada ho vagera
07/03/2021,11:41 pm,RED,Tere 250 rs dene h na
07/03/2021,11:41 pm,RED,Mujhe
07/03/2021,11:42 pm,Gotiya,konse???
07/03/2021,11:54 pm,RED,Snooker
08/03/2021,12:02 am,Gotiya,koi ni
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:05 am,Tosiba,<Media omitted>
08/03/2021,1:06 am,Tosiba,<Media omitted>
08/03/2021,1:06 am,Tosiba,<Media omitted>
08/03/2021,1:06 am,Tosiba,<Media omitted>
08/03/2021,1:06 am,Tosiba,<Media omitted>
08/03/2021,1:06 am,Tosiba,<Media omitted>
08/03/2021,1:06 am,Tosiba,<Media omitted>
08/03/2021,1:06 am,Tosiba,<Media omitted>
08/03/2021,1:06 am,Tosiba,<Media omitted>
08/03/2021,1:06 am,Tosiba,<Media omitted>
08/03/2021,1:11 am,Tosiba,<Media omitted>
08/03/2021,1:45 am,RED,Cake ki pics?
08/03/2021,1:45 am,Tosiba,mene ni li thi
08/03/2021,1:46 am,RED,Are tu he tho click kr rha tha
08/03/2021,1:46 am,Tosiba,nhi
08/03/2021,1:47 am,Tosiba,<Media omitted>
08/03/2021,1:47 am,Tosiba,<Media omitted>
08/03/2021,1:47 am,RED,Hai tho
08/03/2021,1:47 am,RED,😂😂
08/03/2021,7:25 am,Anurag,😂😂😂
08/03/2021,3:06 pm,Tosiba,bhai snooker khelne ka mn  kr rha h
08/03/2021,3:06 pm,RED,<Media omitted>
08/03/2021,3:06 pm,RED,Bhosdiwalo yha
08/03/2021,3:06 pm,RED,Light nai h
08/03/2021,3:07 pm,RED,Aur try kr rha hun ki prqctice krun
08/03/2021,3:07 pm,RED,Aur tu yha pool pool kheke meri gand jala rha b
08/03/2021,3:07 pm,RED,H
08/03/2021,3:07 pm,RED,Chadar mod
08/03/2021,3:09 pm,Gotiya,kbb
09/03/2021,4:03 pm,RED,https://www.youtube.com/watch?v=_mEw0k15cp4
09/03/2021,4:03 pm,RED,PKMKB
09/03/2021,4:05 pm,Gotiya,<Media omitted>
10/03/2021,1:56 pm,Tosiba,arey cake k pese bta de anurag
10/03/2021,1:56 pm,Tosiba,aur harsh snooker k
10/03/2021,1:57 pm,Gotiya,250 the snooker
10/03/2021,1:57 pm,Gotiya,cake k bta @919650713357
10/03/2021,1:58 pm,Tosiba,65 kr de rha snooker k
10/03/2021,1:59 pm,Anurag,430/3
10/03/2021,2:00 pm,Gotiya,anurag 78 dera
10/03/2021,2:01 pm,Tosiba,harsh tuje kr diye
10/03/2021,2:01 pm,Tosiba,Paytm
10/03/2021,2:01 pm,Gotiya,ok bhai
10/03/2021,2:02 pm,Tosiba,anurag tuje 145 kr rha
10/03/2021,2:03 pm,Tosiba,kr diye anurag tuje
10/03/2021,2:06 pm,Gotiya,@919650713357 kr diye
10/03/2021,2:06 pm,Anurag,Ok
13/03/2021,1:29 pm,Gotiya,snooker khelne chalna h?
13/03/2021,1:37 pm,Tosiba,kal chale?
13/03/2021,1:37 pm,Tosiba,aaj ka confirm ni keh skta
13/03/2021,1:39 pm,Gotiya,kl chal lo
13/03/2021,1:43 pm,RED,Kl
13/03/2021,1:45 pm,Tosiba,<Media omitted>
13/03/2021,9:02 pm,Tosiba,bhai akash Gupta k show ki jise bhj tickets mile book kr dena
13/03/2021,9:09 pm,RED,Hn kr dena
14/03/2021,12:34 am,Tosiba,<Media omitted>
14/03/2021,10:11 am,Anurag,<Media omitted>
14/03/2021,10:26 am,Tosiba,esi gandu panti krni kyu h bc
14/03/2021,10:27 am,Anurag,Bhai 1 choice h btao cake  khaoge?
14/03/2021,10:28 am,Tosiba,tu bully kr rha h
14/03/2021,10:29 am,Anurag,@919205900612 bhai m kahan bully kr rha hu .. m to bus puch rha hu. Cake khayega to btha.
14/03/2021,11:38 am,RED,@919650713357 @917503478845 bully mat kro bhai mujhee
14/03/2021,11:42 am,Anurag,Lully kaat denge teri😂 bully person
14/03/2021,11:43 am,RED,<Media omitted>
14/03/2021,11:43 am,RED,Mt kr bhao bully
14/03/2021,11:43 am,RED,Lulli chus le plzzz
14/03/2021,5:17 pm,RED,Lulli bajo
14/03/2021,5:17 pm,RED,Ja ni rhe bhar
14/03/2021,5:17 pm,RED,Kha gya josh?
14/03/2021,5:17 pm,RED,😂😂😂
14/03/2021,5:18 pm,RED,🔪 Ye lo lulli kat lo apni
14/03/2021,5:25 pm,Anurag,Aaj sabne muth marli h.. josh khatm ho gya inka.
14/03/2021,5:26 pm,Anurag,Bhai Robin ye mujhe acha lga ..😂😂  teri yahi halat hogi.
14/03/2021,6:00 pm,Gotiya,snooker chl lo bhsdk
14/03/2021,6:01 pm,Anurag,Mujhe mza nhi aya yaar.
14/03/2021,6:04 pm,RED,Mat chusa kr fir
14/03/2021,6:05 pm,Anurag,Gajab aadmi ho bhai tum
14/03/2021,6:15 pm,RED,<Media omitted>
14/03/2021,6:16 pm,Anurag,@919891523326  bhai tu Robin ka rape krde ...plzz jald hi.
14/03/2021,6:18 pm,Gotiya,chl
14/03/2021,6:19 pm,RED,Chi
14/03/2021,6:19 pm,RED,Bc kesa admi h ye
14/03/2021,6:19 pm,RED,Rape word
14/03/2021,6:19 pm,RED,<Media omitted>
14/03/2021,6:27 pm,Gotiya,@zomato
14/03/2021,6:31 pm,RED,Gandu
14/03/2021,6:32 pm,Anurag,Kyu tu consent dega harsh ko sex ke liye?
14/03/2021,6:32 pm,Anurag,Chii
14/03/2021,7:08 pm,RED,Kesi kesi fantasy h teri
14/03/2021,7:08 pm,RED,Gay porn dekhta h kya?
16/03/2021,9:25 am,Tosiba,arey ye Protein bar khana chaiye?
16/03/2021,10:00 am,Anurag,Try patanjali protein bar ...bilkul baba ramdev jaise kapal bharti krega
16/03/2021,10:00 am,Anurag,😂
16/03/2021,10:05 am,Tosiba,😂😂😂
17/03/2021,9:28 pm,Tosiba,bhai muje gym join krna h
17/03/2021,9:28 pm,Tosiba,btado konsa kru
